target,size,n,model,calibration,roc_auc_mean,roc_auc_std,roc_auc_count,average_precision_mean,average_precision_std,average_precision_count,brier_mean,brier_std,brier_count,ece_mean,ece_std,ece_count,log_loss_mean,log_loss_std,log_loss_count
survival_status,200,200,lightgbm,raw,0.7076071428571429,0.054942004570393596,10,0.3559347129026351,0.08153792924181423,10,0.148712367920985,0.012187684326957835,10,0.10394467286378609,0.02273183100516308,10,0.49681105579602935,0.06460067374475349,10
survival_status,200,200,lightgbm,calibrated,0.7045714285714286,0.06254967413739161,5,0.3716107055207038,0.07144578596596073,5,0.13784983415844354,0.006206750056195955,5,0.04050382925386308,0.01980893947610423,5,0.43831907230557354,0.01999755296712883,5
survival_status,200,200,logistic,raw,0.7179285714285715,0.023604354108507617,10,0.4136333911623861,0.049250536535908766,10,0.1421266774294902,0.015373186365671554,10,0.06898503372937295,0.04309059935544102,10,0.47184445349634185,0.10554996639481451,10
survival_status,200,200,logistic,calibrated,0.729,0.018088501252204923,5,0.42321000257204516,0.038928663118791756,5,0.13392049576359027,0.004106729324019371,5,0.06653113645364964,0.012910246737419343,5,0.4283734867132095,0.011822823908362827,5
survival_status,200,200,rf,raw,0.7717678571428571,0.042587565686873746,10,0.4987512516028113,0.0846324315455742,10,0.1280932769013456,0.0056270480503816216,10,0.05780563466695724,0.017602064315424753,10,0.4115652948760055,0.016318657962030754,10
survival_status,200,200,rf,calibrated,0.7575714285714286,0.035047935468615586,5,0.4949449502712545,0.03892168960516264,5,0.12874013000072085,0.006003457941143185,5,0.05788596890443639,0.008909551170794129,5,0.4139100905805407,0.01739283101751083,5
survival_status,200,200,rf_smote,raw,0.7166964285714286,0.044928234693516936,10,0.35804895672441195,0.0738740118412141,10,0.14999991729483114,0.009021386130711701,10,0.11814215727356685,0.013055860020450828,10,0.46835865654481756,0.022555620477464976,10
survival_status,200,200,rf_smote,calibrated,0.71375,0.03519080642927718,5,0.37670431334551957,0.07637683043652257,5,0.13924439954612836,0.007687883813740026,5,0.057535773044045224,0.027634119288739767,5,0.44168653314318185,0.023358471149482016,5
survival_status,200,200,tabpfn,raw,0.7524642857142857,0.04197992785133897,10,0.4252573008799524,0.10238021589666434,10,0.13187482493105146,0.010192639569922642,10,0.05677234609985221,0.011566696786896027,10,0.41611956095177327,0.025866647488079604,10
survival_status,200,200,tabpfn,calibrated,0.7389285714285714,0.036769240416635304,5,0.40399317547920816,0.07585276137263844,5,0.13666376534636243,0.007097512699099697,5,0.06708202335083327,0.016590089969086803,5,0.4316130866029118,0.02069958150925953,5
