target,size,n,seed,model,calibration,roc_auc,average_precision,brier,ece,log_loss,elapsed_seconds,selected
recurrence,100,100,44,logistic,calibrated,0.6657665766576658,0.5092807407828632,0.17962413464336266,0.029596789259716493,0.5418539857217992,0.029979709070175886,0
recurrence,100,100,44,rf,raw,0.731773177317732,0.5331136278229824,0.16220771144278606,0.04828358208955219,0.4986689819807297,1.2378650000318885,0
recurrence,100,100,44,rf,calibrated,0.731773177317732,0.5331136278229824,0.16726291338343469,0.0698542663604675,0.5093796029843679,1.2378650000318885,0
recurrence,100,100,44,rf_smote,raw,0.6837683768376838,0.35505790195602754,0.1804100127598914,0.08751181473534878,0.5352967055277575,1.4178836247883737,2
recurrence,100,100,44,rf_smote,calibrated,0.6837683768376838,0.35505790195602754,0.17724612940540035,0.08723610953934864,0.5325411354922474,1.4178836247883737,2
recurrence,100,100,44,tabpfn,raw,0.771977197719772,0.6677881147691785,0.1426117694663938,0.05609668007315095,0.4548441012069791,18.8079687920399,0
recurrence,100,100,44,tabpfn,calibrated,0.771977197719772,0.6677881147691785,0.16299743687523197,0.07881164390122891,0.5005732892193774,18.8079687920399,0
recurrence,100,100,44,xgboost,raw,0.777977797779778,0.5640492735082759,0.15168437916328784,0.054627513089008733,0.463747076164585,0.1460680002346635,0
recurrence,100,100,44,xgboost,calibrated,0.777977797779778,0.5640492735082759,0.18467534984006953,0.02627417150159722,0.5554135932609978,0.1460680002346635,0
recurrence,100,100,45,lightgbm,raw,0.6438643864386439,0.505345650662282,0.16864501746386862,0.1591076387510967,0.7179211121901543,0.1119738332927227,1
recurrence,100,100,45,lightgbm,calibrated,0.6438643864386439,0.505345650662282,0.16419054689300777,0.07341343538585408,0.5133543108527493,0.1119738332927227,1
recurrence,100,100,45,logistic,raw,0.6225622562256227,0.42051856153616857,0.1806201050060977,0.0932243592195423,0.5748763751440374,0.028886542189866304,1
recurrence,100,100,45,logistic,calibrated,0.6225622562256227,0.42051856153616857,0.18445932754482053,0.1056676454072407,0.5914508262721484,0.028886542189866304,1
recurrence,100,100,45,rf,raw,0.7052205220522053,0.5897713411833795,0.15991384742951908,0.09365671641791047,0.4981834629694386,1.2155713327229023,0
recurrence,100,100,45,rf,calibrated,0.7052205220522053,0.5897713411833795,0.15851566307449308,0.08584568726111678,0.4966119358895734,1.2155713327229023,0
recurrence,100,100,45,rf_smote,raw,0.6842184218421842,0.4290610631830219,0.17377346600331675,0.0628855721393035,0.5268430298044889,1.33260462526232,0
recurrence,100,100,45,rf_smote,calibrated,0.6842184218421842,0.4290610631830219,0.17124904627646842,0.05268642205348478,0.5223432902608378,1.33260462526232,0
recurrence,100,100,45,tabpfn,raw,0.6948694869486949,0.6020657567802636,0.141618432009791,0.0833336111547342,0.46623954199837353,13.136541583109647,0
recurrence,100,100,45,tabpfn,calibrated,0.6948694869486949,0.6020657567802636,0.14120286880101304,0.08325925143486386,0.4626703716161567,13.136541583109647,0
recurrence,100,100,45,xgboost,raw,0.6651665166516653,0.5194385037127532,0.16823843528545931,0.0967742438469805,0.5554272231517922,0.1303500416688621,0
recurrence,100,100,45,xgboost,calibrated,0.6651665166516653,0.5194385037127532,0.1680934983733278,0.029986343547506403,0.516965551732913,0.1303500416688621,0
recurrence,100,100,46,lightgbm,raw,0.6251125112511251,0.43322875062643484,0.18161371625029987,0.11406607729079192,0.5753909343655036,0.11654804181307554,2
recurrence,100,100,46,lightgbm,calibrated,0.6251125112511251,0.43322875062643484,0.1825843762185203,0.10260565663045804,0.5730535292741148,0.11654804181307554,2
recurrence,100,100,46,logistic,raw,0.654065406540654,0.4778630229972378,0.17745524185385814,0.05229857635819323,0.537299048443197,0.029424999840557575,0
recurrence,100,100,46,logistic,calibrated,0.654065406540654,0.4778630229972378,0.1742352382144328,0.030679508295742654,0.5312059843658061,0.029424999840557575,0
recurrence,100,100,46,rf,raw,0.7172217221722172,0.5433365938014508,0.16223092868988395,0.05400497512437811,0.501083160149656,1.2208324167877436,0
recurrence,100,100,46,rf,calibrated,0.7172217221722172,0.5433365938014508,0.16180380825100693,0.0534529679649931,0.500421743946547,1.2208324167877436,0
recurrence,100,100,46,rf_smote,raw,0.7245724572457246,0.49743813975975515,0.16418821746811704,0.07981139913199724,0.5068275422547496,1.3933392916806042,2
recurrence,100,100,46,rf_smote,calibrated,0.7245724572457246,0.49743813975975515,0.15928051651104955,0.06668595800474263,0.494731233665958,1.3933392916806042,2
recurrence,100,100,46,tabpfn,raw,0.7515751575157515,0.6105676042310798,0.1466108238748937,0.09666533401208137,0.4672852623454739,87.92097112489864,0
recurrence,100,100,46,tabpfn,calibrated,0.7515751575157515,0.6105676042310798,0.15401455326233582,0.08639365218408207,0.4813531278264477,87.92097112489864,0
recurrence,100,100,46,xgboost,raw,0.6132613261326133,0.38310896391760585,0.20800419459596278,0.17909879983687746,0.7096174815621006,0.13579483283683658,1
recurrence,100,100,46,xgboost,calibrated,0.6132613261326133,0.38310896391760585,0.1935090215219934,0.10992510956562478,0.5934569120297911,0.13579483283683658,1
recurrence,100,100,47,lightgbm,raw,0.6819681968196821,0.5185765989375641,0.1675014777237104,0.14024812506054063,0.6020465959985781,0.11754137510433793,0
recurrence,100,100,47,logistic,raw,0.6567656765676568,0.4626403687399769,0.1696448696916831,0.0802755937160665,0.5416171459666707,0.029911375138908625,1
recurrence,100,100,47,rf,raw,0.7277227722772277,0.5920245849483314,0.15771310116086235,0.11293532338308462,0.4966229296660895,1.2090453747659922,0
recurrence,100,100,47,rf_smote,raw,0.7011701170117011,0.5889105680529236,0.16180043889750725,0.11540005392574589,0.5066393231825114,1.3964517917484045,2
recurrence,100,100,47,tabpfn,raw,0.693069306930693,0.6204481507772036,0.13894328265395456,0.06710794840508434,0.45119380619804095,3.3318828749470413,0
recurrence,100,100,47,xgboost,raw,0.6354635463546354,0.39678243695999643,0.1805982012814821,0.0785834574793924,0.5502175181168786,0.13433904107660055,2
recurrence,100,100,48,lightgbm,raw,0.6189618961896189,0.4189881175607291,0.19423867771512446,0.15247426069408523,0.6787842960205778,0.13370391679927707,0
recurrence,100,100,48,logistic,raw,0.6447644764476448,0.420209205638572,0.17873976368317876,0.03237795668849782,0.5398506836030877,0.03107895888388157,0
recurrence,100,100,48,rf,raw,0.6818181818181819,0.4813989530164504,0.16799676616915424,0.1104726368159204,0.5234815108331834,1.2401761249639094,0
recurrence,100,100,48,rf_smote,raw,0.6528652865286529,0.3866848559182857,0.18352321724709783,0.10666666666666666,0.5509505452436576,1.373513292055577,0
recurrence,100,100,48,tabpfn,raw,0.7068706870687069,0.611994957114504,0.1412873974340936,0.06575699656534549,0.4580769622190806,3.255484083201736,0
recurrence,100,100,48,xgboost,raw,0.6363636363636362,0.5168396470207604,0.16903068634412954,0.133625471408465,0.5635058193854727,0.13626904087141156,0
recurrence,100,100,49,lightgbm,raw,0.6087608760876089,0.43589672213274056,0.1803900232822775,0.10490931738929517,0.5703424490270211,0.11398537503555417,2
recurrence,100,100,49,logistic,raw,0.6396639663966396,0.49036870691980106,0.17565257990155797,0.06749668850401247,0.533329358434233,0.02905066730454564,0
recurrence,100,100,49,rf,raw,0.6723672367236724,0.5260731870877414,0.1700554764876986,0.10128177978911292,0.5267189205675675,1.2071624170057476,3
recurrence,100,100,49,rf_smote,raw,0.5970597059705971,0.3605312695692959,0.19130873725799197,0.1489996258825202,0.5720601615078759,1.3390216249972582,3
recurrence,100,100,49,tabpfn,raw,0.6822682268226823,0.538427808427104,0.16612403444502952,0.08202414264652266,0.5213291570967389,5.348238707985729,0
recurrence,100,100,49,xgboost,raw,0.576957695769577,0.38054337976689445,0.19778478636044347,0.1313348212765891,0.6252150344569514,0.13422154216095805,0
recurrence,100,100,50,lightgbm,raw,0.7986798679867988,0.6328228167971399,0.1350084075013968,0.08443784866200339,0.45045916559693594,0.11977083422243595,0
