target,size,n,seed,model,calibration,roc_auc,average_precision,brier,ece,log_loss,elapsed_seconds,selected
recurrence,100,100,50,logistic,raw,0.6477647764776477,0.5047643758589924,0.17615839325059277,0.06650506227323671,0.5344570987680136,0.027942208107560873,0
recurrence,100,100,50,rf,raw,0.7209720972097211,0.5850045886699521,0.1613535273567729,0.07923814481140853,0.5034254003718304,1.2492399998009205,2
recurrence,100,100,50,rf_smote,raw,0.7524752475247525,0.5169038297263389,0.1566196980061351,0.11224759025675692,0.499425605517072,1.393776792101562,2
recurrence,100,100,50,tabpfn,raw,0.7629762976297629,0.5995298756481408,0.15114077042273757,0.07920360629127096,0.475393310837442,3.4351176670752466,0
recurrence,100,100,50,xgboost,raw,0.6849684968496849,0.4722118723011718,0.16939658281852785,0.09671042876234695,0.5269161567815862,0.132169459015131,2
recurrence,100,100,51,lightgbm,raw,0.6819681968196819,0.4581817057071772,0.18350943122013544,0.15590032413592145,0.6610397192216054,0.12408112501725554,1
recurrence,100,100,51,logistic,raw,0.5793579357935794,0.31848230251886595,0.18459311005004744,0.036810356371296114,0.5557502695993484,0.03397249989211559,0
recurrence,100,100,51,rf,raw,0.7599759975997601,0.5776686473567924,0.16233913764510782,0.10074626865671639,0.4981361634853938,1.2501077079214156,0
recurrence,100,100,51,rf_smote,raw,0.6171617161716172,0.37002885890534415,0.1811920324546851,0.09009636539273581,0.5482905110519172,1.3774274168536067,3
recurrence,100,100,51,tabpfn,raw,0.7116711671167116,0.5972461127430524,0.1621138332185204,0.046686925383201294,0.5008432459161508,3.200150875374675,0
recurrence,100,100,51,xgboost,raw,0.6942694269426943,0.5044574526731476,0.16654117731470577,0.08073550152745265,0.5248645315303557,0.1393861253745854,0
recurrence,200,200,42,lightgbm,raw,0.6984698469846985,0.5539149134348633,0.16260907950452586,0.10846280166300533,0.5327897138827148,0.19735387479886413,0
recurrence,200,200,42,lightgbm,calibrated,0.6984698469846985,0.5539149134348633,0.16054652908619022,0.0306132804717527,0.49921615454012974,0.19735387479886413,0
recurrence,200,200,42,logistic,raw,0.6810681068106811,0.5529711336661426,0.17203225510481493,0.06599871405006522,0.5256390156810663,0.03657541610300541,0
recurrence,200,200,42,logistic,calibrated,0.6810681068106811,0.5529711336661426,0.1736835273707968,0.042315555130765944,0.5289345747148941,0.03657541610300541,0
recurrence,200,200,42,rf,raw,0.724872487248725,0.654716901131901,0.16059851573943526,0.12398827882971884,0.5004322011462201,1.454468207899481,3
recurrence,200,200,42,rf,calibrated,0.724872487248725,0.654716901131901,0.1607469378325726,0.08519473554043774,0.5005824001408486,1.454468207899481,3
recurrence,200,200,42,rf_smote,raw,0.6936693669366937,0.5308513511072324,0.17305209138554006,0.10811766231443931,0.5296964605706139,1.7966603329405189,3
recurrence,200,200,42,rf_smote,calibrated,0.6936693669366937,0.5308513511072324,0.1709568748565478,0.0634768417755665,0.5208384898008201,1.7966603329405189,3
recurrence,200,200,42,tabpfn,raw,0.7500750075007501,0.6866776921022465,0.1364686419165082,0.09854200209921865,0.44426196947146895,15.141401042230427,0
recurrence,200,200,42,tabpfn,calibrated,0.7500750075007501,0.6866776921022465,0.13779662425101213,0.10007346383325519,0.44724242778698137,15.141401042230427,0
recurrence,200,200,42,xgboost,raw,0.6972697269726973,0.5422966959034902,0.16161736880051888,0.09979176433729146,0.5394039521799504,0.22146487515419722,1
recurrence,200,200,42,xgboost,calibrated,0.6972697269726973,0.5422966959034902,0.15954297446885718,0.023120016839633353,0.4959884497657319,0.22146487515419722,1
recurrence,200,200,43,lightgbm,raw,0.7392739273927393,0.5485395064564474,0.16080344461716164,0.12058448108875328,0.5140960829674259,0.1968562500551343,0
recurrence,200,200,43,lightgbm,calibrated,0.7392739273927393,0.5485395064564474,0.164656140498546,0.05917519533421472,0.5057609607991123,0.1968562500551343,0
recurrence,200,200,43,logistic,raw,0.7239723972397241,0.5804359082471391,0.17218598128767307,0.05286424703927038,0.5227761161746345,0.036282542161643505,0
recurrence,200,200,43,logistic,calibrated,0.7239723972397241,0.5804359082471391,0.16377280694147123,0.0631514908969696,0.5042396019055995,0.036282542161643505,0
recurrence,200,200,43,rf,raw,0.7617761776177617,0.6321403883101235,0.15802705394141475,0.12228636738284517,0.4906257464835249,1.46447958284989,3
recurrence,200,200,43,rf,calibrated,0.7617761776177617,0.6321403883101235,0.1573858683857329,0.11837531242052456,0.4892780891270263,1.46447958284989,3
recurrence,200,200,43,rf_smote,raw,0.7746774677467747,0.6003607043900931,0.1588574084095354,0.14230368063579668,0.49611059204843655,1.8245412921532989,3
recurrence,200,200,43,rf_smote,calibrated,0.7746774677467747,0.6003607043900931,0.15403160967143056,0.0861961691999992,0.47802161983183483,1.8245412921532989,3
recurrence,200,200,43,tabpfn,raw,0.757875787578758,0.6281299905816939,0.1465378170482892,0.050430600044887454,0.4623743436368054,16.063166082836688,0
recurrence,200,200,43,tabpfn,calibrated,0.757875787578758,0.6281299905816939,0.14664478454299262,0.04516513232850824,0.46257404041250605,16.063166082836688,0
recurrence,200,200,43,xgboost,raw,0.7311731173117312,0.5630600437788158,0.15353162755568672,0.04858042219125512,0.49035291082428795,0.2258854159153998,0
recurrence,200,200,43,xgboost,calibrated,0.7311731173117312,0.5630600437788158,0.16237480530465045,0.07695461816710844,0.5014466251033447,0.2258854159153998,0
recurrence,200,200,44,lightgbm,raw,0.7275727572757277,0.6260270050849918,0.14261627407865973,0.10581514732869218,0.481115255607448,0.19467229209840298,0
recurrence,200,200,44,lightgbm,calibrated,0.7275727572757277,0.6260270050849918,0.14269889004845507,0.06913330398078109,0.4587826440767671,0.19467229209840298,0
recurrence,200,200,44,logistic,raw,0.6717671767176718,0.49119958558936344,0.1728844667871361,0.04110118450591985,0.5267469551955787,0.03662762511521578,0
recurrence,200,200,44,logistic,calibrated,0.6717671767176718,0.49119958558936344,0.17049300727894492,0.04664481694282267,0.52273960707577,0.03662762511521578,0
recurrence,200,200,44,rf,raw,0.7578757875787581,0.6412317657363376,0.1476353233830846,0.0890547263681592,0.46815651718504186,1.4674849580042064,0
recurrence,200,200,44,rf,calibrated,0.7578757875787581,0.6412317657363376,0.1502773627412292,0.08025370955620494,0.4734599586938774,1.4674849580042064,0
recurrence,200,200,44,rf_smote,raw,0.6903690369036903,0.5422871956387645,0.17010979182973932,0.16360378926180283,0.5149641268557955,1.9618882909417152,2
recurrence,200,200,44,rf_smote,calibrated,0.6903690369036903,0.5422871956387645,0.15984833574450708,0.0973352233610435,0.49514551056910505,1.9618882909417152,2
recurrence,200,200,44,tabpfn,raw,0.7770777077707771,0.6599433060936547,0.1306030616184033,0.03541519059174097,0.4178721662812281,13.889062083791941,0
recurrence,200,200,44,tabpfn,calibrated,0.7770777077707771,0.6599433060936547,0.13135357176356788,0.04988792255232661,0.4167793993770276,13.889062083791941,0
recurrence,200,200,44,xgboost,raw,0.7122712271227123,0.6294693246092026,0.14059342721601878,0.10633153118081946,0.46518839940026346,0.21500750025734305,0
recurrence,200,200,44,xgboost,calibrated,0.7122712271227123,0.6294693246092026,0.1451694921058939,0.09222940997227223,0.46691837453527935,0.21500750025734305,0
recurrence,200,200,45,lightgbm,raw,0.7302730273027302,0.662253081261521,0.13873167526942934,0.10011103742777071,0.5041720380070367,0.18714849976822734,0
recurrence,200,200,45,lightgbm,calibrated,0.7302730273027302,0.662253081261521,0.14045558097485675,0.09269501912355904,0.4708096978083672,0.18714849976822734,0
recurrence,200,200,45,logistic,raw,0.6813681368136814,0.5064295034958134,0.17059290822906167,0.05827595850437086,0.5237244588483753,0.054464709013700485,0
recurrence,200,200,45,logistic,calibrated,0.6813681368136814,0.5064295034958134,0.16595739317684907,0.05800588443476162,0.5179378900843755,0.054464709013700485,0
recurrence,200,200,45,rf,raw,0.7227722772277229,0.6433261916573005,0.13906398651789206,0.09135715297395491,0.47078444055351154,1.6543859578669071,2
recurrence,200,200,45,rf,calibrated,0.7227722772277229,0.6433261916573005,0.13691628524709948,0.07359295882391387,0.4763060695730703,1.6543859578669071,2
recurrence,200,200,45,rf_smote,raw,0.7205220522052205,0.5880216824506714,0.16165580431177448,0.1321641791044776,0.5076715656700241,1.8796182498335838,0
recurrence,200,200,45,rf_smote,calibrated,0.7205220522052205,0.5880216824506714,0.15836967465918333,0.0907222209369299,0.5004793936666604,1.8796182498335838,0
recurrence,200,200,45,tabpfn,raw,0.7335733573357335,0.6680807858701504,0.13208908036102537,0.06328820464993593,0.44044004747855947,13.716099291108549,0
recurrence,200,200,45,tabpfn,calibrated,0.7335733573357335,0.6680807858701504,0.13401848354310897,0.08999808255586363,0.4431371854850137,13.716099291108549,0
recurrence,200,200,45,xgboost,raw,0.6924692469246925,0.6192625513263132,0.14653746097066211,0.11139674057294406,0.4895148428713152,0.30214416701346636,0
recurrence,200,200,45,xgboost,calibrated,0.6924692469246925,0.6192625513263132,0.14704656833261548,0.0765906042840292,0.48185675455664256,0.30214416701346636,0
recurrence,200,200,46,lightgbm,raw,0.7587758775877587,0.6706006591376931,0.13301350772106338,0.07246109014435598,0.4640911043044429,0.18996312515810132,0
recurrence,200,200,46,lightgbm,calibrated,0.7587758775877587,0.6706006591376931,0.14367548413492973,0.0929360733029027,0.46133578168758005,0.18996312515810132,0
recurrence,200,200,46,logistic,raw,0.6825682568256826,0.5021524108580127,0.172060010077568,0.055575076066578084,0.5251686849907627,0.035630833357572556,0
recurrence,200,200,46,logistic,calibrated,0.6825682568256826,0.5021524108580127,0.16771232376870515,0.03054687209785118,0.5207570915483328,0.035630833357572556,0
recurrence,200,200,46,rf,raw,0.7605760576057606,0.6761309910326299,0.14620746268656715,0.10119402985074624,0.4685910604291521,1.4487157920375466,0
recurrence,200,200,46,rf,calibrated,0.7605760576057606,0.6761309910326299,0.1454821866905029,0.10932918272265461,0.4672950409370286,1.4487157920375466,0
recurrence,200,200,46,rf_smote,raw,0.7785778577857786,0.6148201193764866,0.15404568822553896,0.11141791044776118,0.4861693968120785,1.7687737909145653,0
recurrence,200,200,46,rf_smote,calibrated,0.7785778577857786,0.6148201193764866,0.1500010794431261,0.09266992630996766,0.4723677111203405,1.7687737909145653,0
recurrence,200,200,46,tabpfn,raw,0.7740774077407742,0.7018464833124829,0.12636813633265628,0.08788861731873518,0.4176106858886275,13.497633583843708,0
recurrence,200,200,46,tabpfn,calibrated,0.7740774077407742,0.7018464833124829,0.12637860967529327,0.07761639737571004,0.41773051063363525,13.497633583843708,0
recurrence,200,200,46,xgboost,raw,0.7350735073507351,0.6577069727182573,0.13997227331498432,0.0754834807046981,0.4688985740874706,0.21709150029346347,0
recurrence,200,200,46,xgboost,calibrated,0.7350735073507351,0.6577069727182573,0.14668173810369853,0.11252935866758294,0.4713553109095564,0.21709150029346347,0
recurrence,200,200,47,lightgbm,raw,0.6741674167416741,0.5164212716260512,0.17642464136703775,0.1347870113368872,0.6531867096796246,0.20780591713264585,1
recurrence,200,200,47,logistic,raw,0.6744674467446745,0.5026692384747139,0.1739602139545498,0.0609614313164922,0.5291359986024334,0.03555691707879305,0
recurrence,200,200,47,rf,raw,0.7338733873387339,0.6622715194480687,0.1589979504504,0.13895206880349598,0.49692930062195195,1.440431332681328,3
recurrence,200,200,47,rf_smote,raw,0.7287728772877288,0.5903452852101354,0.16614370500694084,0.11964004398941137,0.5169849010782998,1.7880746251903474,1
recurrence,200,200,47,tabpfn,raw,0.7233723372337234,0.6510137301282676,0.13337232222962042,0.038113303816140594,0.43630756430489026,3.4944041250273585,0
recurrence,200,200,47,xgboost,raw,0.7140714071407142,0.5820828259291708,0.15246123001368767,0.13327363175479,0.5372799675970766,0.22207712475210428,1
recurrence,200,200,48,lightgbm,raw,0.712871287128713,0.5665336342859545,0.15361344667726978,0.13121181498388057,0.5199004276488473,0.19065012503415346,0
recurrence,200,200,48,logistic,raw,0.7236723672367237,0.5408514522860506,0.15733813362624036,0.07627436472514174,0.4900602621844505,0.03579533286392689,1
recurrence,200,200,48,rf,raw,0.7610261026102612,0.6765955807788359,0.14753714759535658,0.13467661691542288,0.4775876998258042,1.4586155419237912,0
recurrence,200,200,48,rf_smote,raw,0.7305730573057306,0.6509347530094257,0.1606413526568199,0.14001237707001823,0.5038702826853942,1.768486374989152,1
recurrence,200,200,48,tabpfn,raw,0.7806780678067807,0.6868792963164256,0.1320302745971769,0.05704791849451279,0.424618358871308,3.355382042005658,0
recurrence,200,200,48,xgboost,raw,0.7098709870987099,0.5420409292342321,0.16031553943220714,0.10408371155421291,0.5418719502270879,0.21976929204538465,1
recurrence,200,200,49,lightgbm,raw,0.7047704770477048,0.6412124626955542,0.13910334537830935,0.07784221048913761,0.4980011979842269,0.19729162473231554,0
recurrence,200,200,49,logistic,raw,0.7236723672367237,0.49825383850251437,0.2133688525293682,0.20313095657788183,0.870012414772377,0.03861358296126127,3
recurrence,200,200,49,rf,raw,0.7715271527152716,0.7470769570929712,0.14113615257048095,0.1599502487562189,0.46817380813996,1.4690105840563774,0
recurrence,200,200,49,rf_smote,raw,0.6792679267926793,0.4801146889254514,0.17543820319322925,0.10074577851756555,0.537918089464075,1.7746024578809738,3
recurrence,200,200,49,tabpfn,raw,0.7395739573957396,0.6502054928310803,0.14276210097163347,0.0976883170486831,0.4569081068649321,5.421550957951695,0
recurrence,200,200,49,xgboost,raw,0.741974197419742,0.6595832553436836,0.13296499627629807,0.06923547489985601,0.439630200449911,0.217850208748132,0
recurrence,200,200,50,lightgbm,raw,0.7272727272727274,0.5862414405309866,0.15528974288675426,0.10498812288746126,0.5308925292566319,0.18962620897218585,0
recurrence,200,200,50,logistic,raw,0.6558655865586559,0.5150883307348953,0.17119531459912127,0.09519297522643026,0.5245426855663408,0.03377991681918502,0
recurrence,200,200,50,rf,raw,0.7641764176417642,0.6814342889340875,0.15169856219710984,0.10823603083662346,0.48577415240502736,1.462738832924515,1
recurrence,200,200,50,rf_smote,raw,0.7473747374737473,0.5510537981922796,0.1641893459128286,0.12403560666982896,0.5131674539772638,1.7542969998903573,1
recurrence,200,200,50,tabpfn,raw,0.7653765376537655,0.6611203404155536,0.13426464710613364,0.060838691153521855,0.44429143569154245,3.3376412917859852,0
recurrence,200,200,50,xgboost,raw,0.7416741674167416,0.6199972075631781,0.14610403934879881,0.06813027373334364,0.4768605862902422,0.2141101248562336,0
recurrence,200,200,51,lightgbm,raw,0.6834683468346835,0.5980542501117977,0.15108037613698588,0.09470504206589687,0.5198717419815522,0.20142562501132488,0
recurrence,200,200,51,logistic,raw,0.6765676567656765,0.48313704444764416,0.203236047507853,0.18759337075161098,0.8830330105736175,0.04139929171651602,3
recurrence,200,200,51,rf,raw,0.7394239423942395,0.6450860600610737,0.15461202321724715,0.11017412935323383,0.4856838426362724,1.4799787499941885,0
recurrence,200,200,51,rf_smote,raw,0.6812181218121811,0.5047402344407631,0.16948424543946933,0.09203980099502489,0.5243866500986666,1.8148859590291977,0
recurrence,200,200,51,tabpfn,raw,0.741974197419742,0.6848534503772611,0.13718370833087512,0.10357723821566174,0.4487393734769971,3.331674249842763,0
recurrence,200,200,51,xgboost,raw,0.6591659165916592,0.5454786218478722,0.1589657490205483,0.09125926164882396,0.5121946259609533,0.21979125030338764,0
recurrence,500,500,42,lightgbm,raw,0.7098709870987099,0.602959167394191,0.14837762190735362,0.07998220522753931,0.48160426052187383,0.42909291572868824,3
recurrence,500,500,42,lightgbm,calibrated,0.7098709870987099,0.602959167394191,0.14972917176299136,0.08739915577427429,0.47530427395597646,0.42909291572868824,3
recurrence,500,500,42,logistic,raw,0.7251725172517253,0.572195895248536,0.1637072921859825,0.06555547676197192,0.5055715057910614,0.045814374927431345,0
recurrence,500,500,42,logistic,calibrated,0.7251725172517253,0.572195895248536,0.1606379996630712,0.06085664412397403,0.4997233344306625,0.045814374927431345,0
recurrence,500,500,42,rf,raw,0.7781278127812781,0.711832076470489,0.14127180762852404,0.11134328358208957,0.45848806894767835,2.4289413751102984,0
recurrence,500,500,42,rf,calibrated,0.7781278127812781,0.711832076470489,0.14257645795019466,0.12651862254397409,0.46038020645212885,2.4289413751102984,0
recurrence,500,500,42,rf_smote,raw,0.7755775577557756,0.6311666946655485,0.1532687785825297,0.16682780247530402,0.48601748909906534,3.3294001249596477,1
recurrence,500,500,42,rf_smote,calibrated,0.7755775577557756,0.6311666946655485,0.1477230422761106,0.10580128358338861,0.46751440825922735,3.3294001249596477,1
recurrence,500,500,42,tabpfn,raw,0.7860786078607862,0.7065557201226986,0.12532716372020974,0.06622453545456503,0.4110498625112043,16.786605041008443,0
recurrence,500,500,42,tabpfn,calibrated,0.7860786078607862,0.7065557201226986,0.13027728744385716,0.07446368320914375,0.42675599793555047,16.786605041008443,0
recurrence,500,500,42,xgboost,raw,0.744974497449745,0.6453578959689669,0.13909894028105318,0.08032902669328362,0.45102366670590843,0.4333356670103967,3
recurrence,500,500,42,xgboost,calibrated,0.744974497449745,0.6453578959689669,0.14264050183612548,0.0606906870444887,0.45752846002966596,0.4333356670103967,3
recurrence,500,500,43,lightgbm,raw,0.7428742874287427,0.6631845774394939,0.13602269293173594,0.06807582068400643,0.44981696628313333,0.3935491247102618,0
recurrence,500,500,43,lightgbm,calibrated,0.7428742874287427,0.6631845774394939,0.14120316611230935,0.0681226611478357,0.4568067683018418,0.3935491247102618,0
recurrence,500,500,43,logistic,raw,0.7635763576357636,0.6305447854600077,0.14438236873820945,0.06315225363722968,0.4584802327986618,0.04407087480649352,1
recurrence,500,500,43,logistic,calibrated,0.7635763576357636,0.6305447854600077,0.14656710989075913,0.08641742230413865,0.462792756838223,0.04407087480649352,1
recurrence,500,500,43,rf,raw,0.7443744374437444,0.6630293429136441,0.13467782339141465,0.0929404104061792,0.4446532931463067,2.6555503751151264,2
recurrence,500,500,43,rf,calibrated,0.7443744374437444,0.6630293429136441,0.13503478527940352,0.07217364086112328,0.44525879823241926,2.6555503751151264,2
recurrence,500,500,43,rf_smote,raw,0.7797779777977797,0.6840649107517898,0.13542480043242566,0.09430945253389246,0.43567087997043874,3.778452292084694,2
recurrence,500,500,43,rf_smote,calibrated,0.7797779777977797,0.6840649107517898,0.13016995112070878,0.06046646606481983,0.42354453741574594,3.778452292084694,2
recurrence,500,500,43,tabpfn,raw,0.7881788178817882,0.6976172546834726,0.12500109162284923,0.06607471637205402,0.40923796475750696,18.248617333825678,0
recurrence,500,500,43,tabpfn,calibrated,0.7881788178817882,0.6976172546834726,0.12501327595923326,0.0680270880700694,0.40936317766533975,18.248617333825678,0
recurrence,500,500,43,xgboost,raw,0.7311731173117312,0.6654488190767274,0.1381787309210592,0.10384816061983358,0.45440219373429497,0.3958533750846982,0
recurrence,500,500,43,xgboost,calibrated,0.7311731173117312,0.6654488190767274,0.13985064549152285,0.09961647401681135,0.456743748208148,0.3958533750846982,0
recurrence,500,500,44,lightgbm,raw,0.7461746174617462,0.6459889609004311,0.13748879447641144,0.05676152791219238,0.45370111441179356,0.43008933309465647,3
recurrence,500,500,44,lightgbm,calibrated,0.7461746174617462,0.6459889609004311,0.1396156296785516,0.06229482477044482,0.4524592157631959,0.43008933309465647,3
recurrence,500,500,44,logistic,raw,0.7596759675967597,0.6341700228771202,0.15623864689395106,0.10672060188198333,0.5167359578078564,0.046301333233714104,3
recurrence,500,500,44,logistic,calibrated,0.7596759675967597,0.6341700228771202,0.14964046320781782,0.06371426872521578,0.4704428178387162,0.046301333233714104,3
recurrence,500,500,44,rf,raw,0.7644764476447645,0.7143727097330733,0.1428261414290582,0.1264479570855239,0.4623858932025631,2.4129702909849584,1
recurrence,500,500,44,rf,calibrated,0.7644764476447645,0.7143727097330733,0.13453156053555745,0.12762206981132124,0.44973320351025814,2.4129702909849584,1
recurrence,500,500,44,rf_smote,raw,0.788028802880288,0.7131931299387069,0.14659510779436152,0.16843283582089552,0.47274395751541864,3.362445916980505,0
recurrence,500,500,44,rf_smote,calibrated,0.788028802880288,0.7131931299387069,0.14045784813526965,0.10910251407127629,0.4558667491870996,3.362445916980505,0
recurrence,500,500,44,tabpfn,raw,0.7755775577557755,0.7060777178389785,0.12276448949781461,0.0584314834715715,0.4067093305663818,14.063795416150242,0
recurrence,500,500,44,tabpfn,calibrated,0.7755775577557755,0.7060777178389785,0.12381831590161675,0.07447591663383672,0.41006127159550826,14.063795416150242,0
recurrence,500,500,44,xgboost,raw,0.7746774677467747,0.7071523103520471,0.1287459031769071,0.09799347147901556,0.42574285587986666,0.40124716702848673,0
recurrence,500,500,44,xgboost,calibrated,0.7746774677467747,0.7071523103520471,0.13188677827343975,0.07021200010237785,0.43345295237346243,0.40124716702848673,0
recurrence,500,500,45,lightgbm,raw,0.7083708370837084,0.6096253996035905,0.14392765618609557,0.09047010874131638,0.468320205528835,0.4076773328706622,2
recurrence,500,500,45,lightgbm,calibrated,0.7083708370837084,0.6096253996035905,0.14622932065278446,0.0779503462986879,0.46893872057674485,0.4076773328706622,2
recurrence,500,500,45,logistic,raw,0.8001800180018002,0.6684574636360423,0.1329139413368465,0.06853067245471123,0.42819030680292763,0.04595225024968386,2
recurrence,500,500,45,logistic,calibrated,0.8001800180018002,0.6684574636360423,0.1387282455341997,0.05245069397164258,0.4398953929286868,0.04595225024968386,2
recurrence,500,500,45,rf,raw,0.7461746174617461,0.6607565411589524,0.13199941572044624,0.06710202347305284,0.43401263314859306,2.67744320910424,2
recurrence,500,500,45,rf,calibrated,0.7461746174617461,0.6607565411589524,0.13218388399549186,0.05913066478286585,0.43492921959571357,2.67744320910424,2
recurrence,500,500,45,rf_smote,raw,0.7613261326132613,0.6270962913935813,0.1503296849087894,0.11293532338308457,0.4776920860409134,3.4244566247798502,0
recurrence,500,500,45,rf_smote,calibrated,0.7613261326132613,0.6270962913935813,0.14463094618145586,0.0676747357511686,0.46073402671479646,3.4244566247798502,0
recurrence,500,500,45,tabpfn,raw,0.7887788778877889,0.7181908979397968,0.1230082084901293,0.06124758014260833,0.40347269288506143,15.743363333400339,0
recurrence,500,500,45,tabpfn,calibrated,0.7887788778877889,0.7181908979397968,0.12345455035337705,0.06547495579021717,0.4046726985334982,15.743363333400339,0
recurrence,500,500,45,xgboost,raw,0.7632763276327633,0.6836134228464816,0.12869912134722059,0.06200102041127967,0.42235397698378,0.39631083281710744,0
recurrence,500,500,45,xgboost,calibrated,0.7632763276327633,0.6836134228464816,0.13072271171646951,0.0462570948663912,0.4285362455221186,0.39631083281710744,0
recurrence,500,500,46,lightgbm,raw,0.7338733873387338,0.6181044308881178,0.14273058657442417,0.0813360975274397,0.4680963657047664,0.428162083029747,3
recurrence,500,500,46,lightgbm,calibrated,0.7338733873387338,0.6181044308881178,0.14417989317873364,0.08187928920516581,0.46349002102893905,0.428162083029747,3
recurrence,500,500,46,logistic,raw,0.7734773477347735,0.6477627627246779,0.1514227050959235,0.10920509575041627,0.5121567587397156,0.05668933317065239,3
recurrence,500,500,46,logistic,calibrated,0.7734773477347735,0.6477627627246779,0.14759259566370647,0.06951090374163968,0.4663195160510414,0.05668933317065239,3
recurrence,500,500,46,rf,raw,0.7524752475247525,0.7038480963350774,0.14653856828538583,0.11224151559926594,0.46888056238530423,2.4034677082672715,1
recurrence,500,500,46,rf,calibrated,0.7524752475247525,0.7038480963350774,0.1405091384459157,0.11021495683801769,0.4588795919389677,2.4034677082672715,1
recurrence,500,500,46,rf_smote,raw,0.758925892589259,0.6635553680678757,0.15144519071310114,0.1414676616915423,0.48348769220063387,3.3698308342136443,0
recurrence,500,500,46,rf_smote,calibrated,0.758925892589259,0.6635553680678757,0.1449010157314459,0.14421695721386768,0.4665279950540636,3.3698308342136443,0
recurrence,500,500,46,tabpfn,raw,0.7932793279327933,0.7181534081244758,0.12334868868362334,0.06816809613313247,0.405928048991103,13.698343708179891,0
recurrence,500,500,46,tabpfn,calibrated,0.7932793279327933,0.7181534081244758,0.12408857405753061,0.07640534084879835,0.4083538333268387,13.698343708179891,0
recurrence,500,500,46,xgboost,raw,0.7608760876087608,0.6516800347417637,0.13975510936100383,0.04256939935261634,0.4510844263582552,0.43170058401301503,3
recurrence,500,500,46,xgboost,calibrated,0.7608760876087608,0.6516800347417637,0.14197459380122407,0.06532328832151725,0.4551350381688267,0.43170058401301503,3
recurrence,500,500,47,lightgbm,raw,0.6963696369636964,0.6061470467208949,0.1439360112864818,0.08553932533683396,0.47544308989599937,0.39365241676568985,2
recurrence,500,500,47,logistic,raw,0.7731773177317731,0.6366725977818158,0.15015125286937098,0.08935955252905312,0.5071556766881403,0.046589958015829325,3
recurrence,500,500,47,rf,raw,0.7569756975697571,0.6974935572886699,0.14060439469320066,0.10823383084577115,0.46137064712102277,2.4276772500015795,0
recurrence,500,500,47,rf_smote,raw,0.7527752775277529,0.6552664481429404,0.15448506920161054,0.14266991985289929,0.48893903417370504,3.3126238333061337,1
recurrence,500,500,47,tabpfn,raw,0.7764776477647765,0.7007296915361414,0.12509143869451883,0.05000768601894379,0.40910537500245536,3.3653287920169532,0
recurrence,500,500,47,xgboost,raw,0.6903690369036903,0.6041523378919833,0.14294720559112362,0.06134496754341162,0.47130803097108787,0.42818829184398055,3
recurrence,500,500,48,lightgbm,raw,0.7482748274827482,0.643175633002511,0.13761170124433938,0.09279536586419708,0.44751805204166545,0.39266075007617474,0
recurrence,500,500,48,logistic,raw,0.7500750075007501,0.6193990717448127,0.16072205789329747,0.12567835207510147,0.5402238730271425,0.04853595793247223,3
recurrence,500,500,48,rf,raw,0.7575757575757577,0.6564168928858861,0.14950801120128035,0.11393527363467466,0.47387764423363815,2.403949291910976,1
recurrence,500,500,48,rf_smote,raw,0.7596759675967597,0.6714030755095077,0.14074256649283357,0.12018845776047682,0.44996338625522864,3.751511833164841,2
recurrence,500,500,48,tabpfn,raw,0.7797779777977798,0.6884586852934675,0.12713220793152594,0.052344832902968826,0.41534504496068464,5.5047814580611885,0
recurrence,500,500,48,xgboost,raw,0.7293729372937294,0.6326765957767069,0.14206841540172754,0.08285139951465735,0.45987761371684016,0.39771137526258826,0
recurrence,500,500,49,lightgbm,raw,0.7095709570957096,0.6343784303945564,0.1444327860622598,0.09772096553332425,0.5439076315677889,0.42505337530747056,1
recurrence,500,500,49,logistic,raw,0.7989798979897991,0.673482180988876,0.13049891462545116,0.06732930251014055,0.42129532136570863,0.04901099996641278,2
recurrence,500,500,49,rf,raw,0.7797779777977798,0.7359123715654056,0.1470125595853897,0.14910206236362042,0.46932804109669746,2.4007102083414793,3
recurrence,500,500,49,rf_smote,raw,0.7764776477647765,0.6760086417576618,0.14434825870646767,0.15940298507462686,0.4681050441052466,3.355774125084281,0
recurrence,500,500,49,tabpfn,raw,0.7857785778577858,0.7260650742165992,0.12078371066010493,0.08030064376210098,0.4018963575697849,5.502484208904207,0
recurrence,500,500,49,xgboost,raw,0.7446744674467447,0.6811547524825622,0.13217089983034974,0.08845929812584351,0.4383184911380348,0.4011287079192698,0
recurrence,500,500,50,lightgbm,raw,0.7116711671167117,0.600761989396525,0.1492315252779414,0.10644598361261766,0.4838810889451595,0.40007262537255883,2
recurrence,500,500,50,logistic,raw,0.7773777377737774,0.633399557712367,0.14099663220279451,0.07853656316565437,0.45376279888553706,0.046762125100940466,2
recurrence,500,500,50,rf,raw,0.7797779777977798,0.7134224752858488,0.14835679624433565,0.10174152763925685,0.470333183410204,2.3630375838838518,3
recurrence,500,500,50,rf_smote,raw,0.7971797179717973,0.6898180657284924,0.14752222222222222,0.13582089552238802,0.47236294183995703,3.4668438751250505,0
recurrence,500,500,50,tabpfn,raw,0.7872787278727874,0.6966827538615575,0.1261278951991219,0.05887411651549054,0.4126859355755798,3.335767916869372,0
recurrence,500,500,50,xgboost,raw,0.7434743474347436,0.6709669762928188,0.13403473281278808,0.06756031924664084,0.4459257986416901,0.41346774995326996,1
